pmid,Year,Hypothesis,Phase,Outcome,plan.con.median,plan.con.perc.surv,plan.con.time,plan.int.median,plan.int.perc.surv,plan.int.time,plan.hr,est.hr,Type1,Sided,Type2,accural,followup,ss,ss-achieved,final.con.median,final.con.perc.surv,final.con.time,final.int.median,final.int.perc.surv,final.int.time,final.hr,est.final.hr,glioma,glioma2,glioma3,diagnosis,occur,mgmt,age,age2,Difference,% difference,Difference >2,ss difference reason ,reason
31671938,2020,Superiority,2,PFS,,,,,,,,,20,One,,35,44.9,100,84,19.5,42.2,24,15.9,37.2,24,0.85,,new anaplastic glioma (without 1p/19q co-deletion),New AA,AA,Diffuse Glioma,New,,Adult only,,-16,-16,Under-enrolled,No reason,No reason
31728883,2020,Superiority,2,OS,,35,12,,60,12,0.486583024,0.486583024,5,Two,80,23,24,35,33,11,,,12,,,0.916666667,0.916666667,Diffuse intrinsic pontine glioma,New DIPG,DIPG,Diffuse Glioma,New,,Ped and Adult,,-2,-5.714285714,Under-enrolled,the rarity of  Diffuse Intrinsic Pontine Glioma DIPG and logistical constraints,Resource withdrawal / slow accrual
31747009,2020,Superiority,2,OS,7,,,12.9,,,0.54,,2.5,One,91.7,16,14.4,,260,8.2,28.2,12,7.9,26.7,12,1.04,,recurrent EGFR-amplified glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,Missing cal ss,Missing cal ss,Missing,N/R,Met target
31747009,2020,Superiority,2,OS,7,,,12.9,,,0.54,,2.5,One,91.7,16,14.4,,260,8.2,28.2,12,9.6,39.7,12,0.71,,recurrent EGFR-amplified glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,Missing cal ss,Missing cal ss,Missing,N/R,Met target
31752981,2019,Superiority,2,OS,93.6,,,159.6,,,0.586466165,0.586466165,5,One,80,60,120,250,,,,,,,,,,supratentorial WHO grade 2 glioma,New LGG,LGG,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
31804699,2019,Superiority,3,OS,,45,24,,57,24,0.7,0.703961804,5,One,70,66,30,196,,,,,,,,,,New glioblastoma ,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
31844890,2020,Superiority,3,OS,,37.6,12,,55,12,0.611,,5,N/A,89,18,12,252,256,6.8,25.3,12,7.9,24.9,12,1.204,,Recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,4,1.587301587,Over-accrued,Not Significant/Not justified,Met target
32002556,2020,Superiority,3,OS,,40,60,,60,60,0.557492951,0.557492951,5,Two,82,84,206.4,200,203,,24.9,180,,22.4,180,1,,new low-grade glioma (supratentorial),New LGG,LGG,Diffuse Glioma,New,,Adults and elderly,,3,1.5,Over-accrued,Not Significant/Not justified,Met target
32154928,2020,Superiority,2,PFS,4.1,36,6,7,55,6,0.59,0.585167397,15,One,85,18,15,114,115,4.8,41.1,6,4.2,22.6,6,1.51,,recurrent glioblastoma or gliosarcoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,1,0.877192982,NO,N/R,Met target
32257287,2020,Superiority,2,OS,14,,,16,,,0.875,0.875,,N/A,80,30,,50,50,12,,,17,,,0.705882353,0.705882353,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adult only,,0,0,NO,N/R,Met target
32328662,2020,Superiority,2,PFS,,,,,,,,,,N/A,,50,33.4,160,159,7.7,55.7,6,9.5,61.3,6,0.99,,New and recurrent glioblastoma,New or Recur GBM,GBM,Diffuse Glioma,New or Recur,,Adults and elderly,,-1,-0.625,NO,N/R,Met target
32437507,2020,Superiority,3,OS,9.2,,,13.7,,,0.488,,5,Two,92,9,9.5,369,369,10,,,9.8,,,1.04,,recurrent glioblastoma/gliosarcoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,0,0,NO,N/R,Met target
32619561,2020,Superiority,2,PFS,,0,6,,30,6,0.261439373,,5,Two,80,55,12,50,50,,16,6,,20,6,0.878235399,0.878235399,recurrent glioma,Recurrent HGG,HGG,Diffuse Glioma,Recurrent,,Adults and elderly,,0,0,NO,N/R,Met target
32678879,2021,Superiority,3,OS,86.4,,,129.6,,,0.67,,5,One,80,25,79.2,438,36,,,,,,,2.74,,new oligodendroglioma (1p/19q codeleted),New 1p/19q-codel,1p/19q-codel,Diffuse Glioma,New,,Adult only,,-402,-91.78082192,Under-enrolled,"The trial was terminated prematurely: emerging evidence from other studies, requiring significant redesign and termination of the original arms.",Interim / ethical / early events
33067319,2020,Superiority,2,PFS,,30,6,,50,6,0.575716642,0.575716642,10,One,80,14,5.73,52,54,,18.5,6,,22.2,6,0.891951158,0.891951158,Recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,2,3.846153846,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
33119048,2020,Superiority,II/III,OS,,,,,,,0.685,,5,Two,85,36,22.8,400,403,12.22,,,11.1,,,1.06,,recurrent glioblastoma/anaplastic astrocytoma,Recurrent HGG,HGG,Diffuse Glioma,Recurrent,,Adults and elderly,,3,0.75,Over-accrued,Not Significant/Not justified,Met target
33844469,2021,Superiority,2,OS,,,,,,,0.6,,15,One,87,36,6,108,105,13,,,19,,,0.63,,recurrent medulloblastoma,New MB,MB,MB,New,,Pediatric,Pediatric,-3,-2.777777778,Under-enrolled,"Post-randomization exclusions: 3 were considered ineligible: 2 secondary to organ function requirements, 1 without measurable disease at the time of enrollment prior to the amendment expanding enrollment to include patients with recurrent disease that was not strictly measurable.",Post-randomization exclusion
33984151,2021,Superiority,2,PFS,6.5,53,6,9.6,65,6,0.68,0.678528365,10,One,80,35,27.2,120,125,4.2,31,6,5.7,46,6,0.78,,new glioblastoma,New GBM - umMGMT,GBM,Diffuse Glioma,New, - umMGMT,Adults and elderly,,5,4.166666667,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
34000245,2021,Superiority,3,OS,24,,,31,,,0.775,,5,Two,83,81,55.7,748,751,60.4,50.2,60,66.9,52.7,60,0.97,,new anaplastic glioma (without 1p/19q co-deletion),New AA,AA,Diffuse Glioma,New,,Adults and elderly,,3,0.401069519,Over-accrued,Not Significant/Not justified,Met target
34000245,2021,Superiority,3,OS,24,,,40,,,0.6,,5,Two,83,81,55.7,748,751,46.9,44.3,60,82.3,58.5,60,0.64,,new anaplastic glioma (without 1p/19q co-deletion),New AA,AA,Diffuse Glioma,New,,Adults and elderly,,3,0.401069519,Over-accrued,Not Significant/Not justified,Met target
34110925,2021,Non-inferiority,3,PFS,,,,,,,1.6,,20,One,94,112,111.6,340,464,,80.5,60,,82.5,60,0.97,,new medullblastoma,New MB,MB,MB,New,,Pediatric,Pediatric,124,36.47058824,Over-accrued,N/R,Met target
34110925,2021,Non-inferiority,3,PFS,,,,,,,1.6,,20,One,80,112,111.6,170,226,,82.9,60,,71.4,60,1.67,,new medullblastoma,New MB,MB,MB,New,,Pediatric,Pediatric,56,32.94117647,Over-accrued,N/R,Met target
34292305,2021,Superiority,3,PFS,,56,60,,71,60,0.590685381,0.590685381,5,One,80,139,80.4,280,261,,67.8,60,,68.6,60,0.969814466,0.969814466,high-risk medulloblastoma,New MB,MB,MB,New,,Pediatric,Pediatric,-19,-6.785714286,Under-enrolled,"Post-randomization exclusions: Nine patients were ineligible owing to timing of the start of protocol therapy (n_=_6), category (n_=_2), or histologic characteristics (n_=_1). Twenty-four additional patients were ineligible based on retrospective central pathologic (n_=_14) or central radiologic (n_=_10) review.",Post-randomization exclusion
34292305,2021,Superiority,3,PFS,,56,60,,71,60,0.590685381,0.590685381,5,One,80,139,80.4,280,261,,59.2,60,,66.4,60,0.781066645,0.781066645,high-risk medulloblastoma,New MB,MB,MB,New,,Pediatric,Pediatric,-19,-6.785714286,Under-enrolled,"Post-randomization exclusions: Nine patients were ineligible owing to timing of the start of protocol therapy (n_=_6), category (n_=_2), or histologic characteristics (n_=_1). Twenty-four additional patients were ineligible based on retrospective central pathologic (n_=_14) or central radiologic (n_=_10) review.",Post-randomization exclusion
34503460,2021,Superiority,2,OS,,40,12,,60,12,0.557492951,0.557492951,15,N/A,80,24,37,70,,,,,,,,,,recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
34534565,2022,Superiority,3,OS,6,,,9,,,0.65,,5,N/A,80,60,,250,,,,,,,,,,"recurrent glioblastoma (grade 4, IDH wildtype)",Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
34654402,2021,Non-inferiority,3,OS,,37.8,12,,37.8,12,1.32,,5,One,70,48,24,264,,,,,,,,,,new glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Elderly,Elderly ,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
34765977,2021,Superiority,2,PFS,6.9,,,12.8,,,0.54,,10,One,80,9,14.2685,60,62,7.9,,,7.8,,,1.28,,new glioblastoma/gliosarcoma,New GBM,GBM,Diffuse Glioma,New,,Adult only,,2,3.333333333,Over-accrued,Not Significant/Not justified,Met target
34902368,2021,Superiority,2,OS,,70,12,,91,12,0.264416329,0.264416329,5,Two,80,48,17,60,37,17,74.6,12,25,94.1,12,0.27,,New low grade glioma,New LGG - mMGMT,LGG,Diffuse Glioma,New, - mMGMT,Adults and elderly,,-23,-38.33333333,Under-enrolled,"real-world feasibility constraints, especially the rarity of the molecular profile and single-center design, made it difficult to reach the target.",Resource withdrawal / slow accrual
35018471,2022,Superiority,2,OS,,35,60,,70,60,0.34,0.339747978,5,Two,80,101,144,65,74,,59.5,60,,81.3,60,0.5,,New ependymoma,New EPN,EPN,EPN,New,,Pediatric,Pediatric,9,13.84615385,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
35150788,2022,Non-inferiority,3,OS,,,,,,,,,5,Two,90,,,119,169,8.7,,,9.6,,,0.776,,Diffuse intrinsic pontine glioma,New DIPG,DIPG,Diffuse Glioma,New,,Pediatric,,50,42.01680672,Over-accrued,N/R,Met target
35150788,2022,Non-inferiority,3,OS,,,,,,,,,5,Two,90,,,119,169,8.7,,,8.2,,,1.124,,Diffuse intrinsic pontine glioma,New DIPG,DIPG,Diffuse Glioma,New,,Pediatric,,50,42.01680672,Over-accrued,N/R,Met target
35314634,2022,Superiority,2,PFS,,,,,,,,,,N/A,,48,50,90,26,9,54,6,9.3,84,6,0.967741935,0.967741935,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,Adult,-64,-71.11111111,Under-enrolled,Interim ,Interim / ethical / early events
35346332,2022,Superiority,3,PFS,14.6,,,24,,,0.61,,5,One,80,36,36,142,,,,,,,,,,new grade 4 glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adult only,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
35419607,2023,Superiority,3,OS,13,,,15.8,,,0.82,,5,Two,90,31,24,550,560,14.9,21.2,24,13.4,10.3,24,1.31,,new supratentorial glioblastoma,New GBM - umMGMT,GBM,Diffuse Glioma,New, - umMGMT,Adults and elderly,,10,1.818181818,Over-accrued,Not Significant/Not justified,Met target
35511454,2022,Superiority,3,OS,26,,,34.7,,,0.75,,4,Two,87,43,19.5,693,716,32.1,63.3,24,28.9,55.9,24,1.1,,new glioblastoma (supratentorial),New GBM - mMGMT,GBM,Diffuse Glioma,New, - mMGMT,Adults and elderly,,23,3.318903319,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
35511454,2022,Superiority,3,PFS,10,,,14.7,,,0.68,,1,Two,90,43,19.5,693,716,10.3,,,10.6,,,1.1,,new glioblastoma (supratentorial),New GBM - mMGMT,GBM,Diffuse Glioma,New, - mMGMT,Adults and elderly,,23,3.318903319,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
35664553,2022,Superiority,2,PFS,3,,,6,,,0.5,0.5,,N/A,90,43,37.2,86,93,3.2,30,6,2.9,25,6,1.16,,recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,7,8.139534884,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
35692047,2022,Superiority,3,OS,,75,60,,85,60,0.565,0.564925468,5,Two,80,48,60,364,,,,,,,,,,new grade 2/3 oligodendroglioma,New 1p/19q-codel,1p/19q-codel,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
35849035,2023,Superiority,3,OS,16,,,21.3,,,0.75,,2.5,One,85,30,18.1,640,639,18.7,,,18.9,,,1.02,,new glioblastoma (EGFR-amplified),New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,-1,-0.15625,NO,N/R,Met target
36104135,2022,Superiority,3,OS,12,,,18,,,0.67,,5,Two,80,36,18,250,,,,,,,,,,new glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
36167574,2022,Superiority,2,OS,15,,,11,,,0.602409639,,5,Two,80,24,42,344,,,,,,,,,,new high grade glioma,New HGG,HGG,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
36242578,2023,Superiority,3,OS,5.75,,,9.75,,,0.59,,5,Two,80,36,40,135,101,8.96,,,9.37,,,0.79,,new glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Elderly,Elderly ,-34,-25.18518519,Under-enrolled,"The trial was terminated prematurely: for futility after the fifth interim analysis (in July 2019), in agreement with the decision rules prespecified in the study protocol.",Interim / ethical / early events
36260832,2023,Superiority,2,OS,9,,,13,,,0.69,,10,One,80,40,12.8,178,170,9.7,,,10.1,,,0.98,,recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,-8,-4.494382022,Under-enrolled,Not Significant/Not justified,No reason
36379652,2022,Superiority,3,PFS,,,,,,,0.7,,5,Two,90,84,24,357,,,,,,,,,,new glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
36581779,2023,Superiority,2,PFS,,10,6,,25,6,0.602059991,0.602059991,10,One,90,24,6,40,41,,2.3,6,,2.4,6,0.96,,Recurrent glioblastoma ,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,Adult,1,2.5,Over-accrued,Not Significant/Not justified,Met target
36670529,2023,Superiority,2,OS,14.6,,,19.8,,,0.74,,20,One,80,34,25,120,57,31.5,41,36,25.6,38,36,1.19,,new supratentorial glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,-63,-52.5,Under-enrolled,"The original combined phase IIb/III design was changed to a standalone phase IIb trial after consultation with Japan’s PMDA. This decision aimed to secure regulatory approval through a stepwise approach, delaying the phase III until phase IIb results justified continuation.",Interim / ethical / early events
36705923,2023,Superiority,3,OS,,35,24,,52,24,0.62,0.622892633,5,Two,80,47,66,194,199,18.8,57.4,24,26.7,37.3,24,0.64,,new high-grade glioma,New HGG,HGG,Diffuse Glioma,New,,Adults and elderly,,5,2.577319588,Over-accrued,"Unplanned adjustments were made to account for dropouts, event shortfalls, or incomplete follow-up.",Met target
36940951,2023,Non-inferiority,3,PFS,,80,24,,65,24,1.930519227,1.930519227,5,Two,80,36,48,224,,,,,,,,,,New grade 2–3 gliomas ,New LGG,LGG,Diffuse Glioma,New,,Adult only,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
37000452,2023,Superiority,II/III,OS,,60,6,,80,6,0.436829205,0.436829205,10,Two,80,47,6,128,81,246,62,6,164,44,6,1.5,1.5,Recurrent glioblastoma ,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adult only,,-47,-36.71875,Under-enrolled,The trial was terminated prematurely:Interim analysis showed futility and excess serious adverse events (SAEs) in experimental group,Interim / ethical / early events
37093199,2023,Superiority,2,PFS,3,,,7,,,0.43,,10,One,90,34,,24,25,3,16,6,4.5,31.4,6,0.67,,Recurrent highgrade astrocytoma,Recurrent HGG,HGG,Diffuse Glioma,Recurrent,,Adults and elderly,Adult,1,4.166666667,Over-accrued,Not Significant/Not justified,Met target
37137304,2023,Superiority,2,OS,,,,,,,0.55,,5,N/A,80,36,10.5,150,78,9,,,12.5,,,0.44,,Recurrent gliobalstoma ,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,Adult,-72,-48,Under-enrolled,Interim / ethical / early events,Interim / ethical / early events
37268192,2023,Superiority,2,OS,,10,12,,40,12,0.397940009,0.397940009,5,Two,80,21,30,118,118,30.5,,,17.03,,,1.79,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,Adult,0,0,NO,N/R,Met target
37272516,2023,Superiority,3,PFS,,,,,,,0.6,,2.5,One,90,26,14,340,331,11.1,,,27.7,,,0.39,,grade 2 oligodendroglioma or astrocytoma,New LGG,LGG,Diffuse Glioma,New,,Adult only,Adult,-9,-2.647058824,Under-enrolled,The trial was terminated prematurely: due to clear efficacy at the second interim analysis. Recommended by independent data monitoring committee,Interim / ethical / early events
37278858,2023,Superiority,2,PFS,,25,6,,45,6,0.58,0.576001547,10,Two,80,44,6,108,81,2.66,24,12,2.3,15,12,1.12,,Recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,Adult,-27,-25,Under-enrolled,"The trial was terminated prematurely: Consent withdrawal, Medical deterioration before treatment, Progressive disease, Adverse events",Post-randomization exclusion
37417948,2024,Superiority,3,OS,,25,24,,40,24,0.66,0.660964047,5,Two,80,168,43.9,220,180,22.6,,,22.2,,,0.9,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,-40,-18.18181818,Under-enrolled,"The trial was terminated prematurely: due to slow accrual, patients were excluded after screening for reasons such as tumor size > 5 cm, MGMT unavailable, or MRSI data quality issues.",Resource withdrawal / slow accrual
37612610,2023,Superiority,2,OS,5.1,,,10.2,,,0.5,,5,Two,90,46,18,91,,,,,,,,,,New and recurrent glioblastoma ,New or Recur GBM,GBM,Diffuse Glioma,New or Recur,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
37841696,2023,Superiority,2,OS,9,,,18,,,0.5,,5,One,90,39,37,102,103,11.8,54,9,11.6,65,9,0.85,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Elderly,Elderly ,1,0.980392157,NO,N/R,Met target
38024244,2023,Superiority,2,PFS,,50,6,,66,6,0.59946207,0.59946207,15,One,80,26,36.7,150,149,,24.5,6,,46.6,6,0.67,,New glioblastoma ,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,Adult,-1,-0.666666667,NO,N/R,Met target
38060340,2024,Superiority,2,PFS,6.5,,,13,,,0.5,,5,One,80,7,19,93,,,,,,,,,,New glioblastoma ,New GBM,GBM,Diffuse Glioma,New,,Adult only,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
38225549,2024,Superiority,2,OS,12,,,17.6,,,0.68,,10,One,80,18,12,234,,,,,,,,,,Recurrent glioblastoma,Recurrent GBM - mMGMT,GBM,Diffuse Glioma,Recurrent, - mMGMT,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
38225589,2024,Superiority,2,PFS,,50,6,,70,6,0.514573173,0.514573173,10,One,80,42,6,120,,,,,,,,,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
38232937,2024,Superiority,2,PFS,,40,6,,75,6,0.313963748,0.313963748,1.5,Two,80,95,79.2,40,40,4.9,40,6,5.2,40,6,0.942307692,0.942307692,Recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,0,0,NO,N/R,Met target
38291372,2024,Superiority,3,PFS,,30,12,,45,12,0.663227353,0.663227353,5,Two,85,36,24,400,,,,,,,,,,New low-grade glioma,New LGG,LGG,Diffuse Glioma,New,,Pediatric,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
38502052,2024,Superiority,3,OS,16,,,21.6,,,0.74,,15,One,86,27,29.1,750,749,16.5,71.9,12,17,71.1,12,1.04,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,-1,-0.133333333,NO,N/R,Met target
38596718,2024,Superiority,II/III,PFS,,45,12,,55,12,0.748692847,0.748692847,5,Two,80,42,12,106,96,,59.3,12,,41.4,12,1.687629784,1.687629784,New high grade glioma,New HGG,HGG,Diffuse Glioma,New,,Pediatric,,-10,-9.433962264,Under-enrolled,The trial was terminated prematurely: due to lack of emerging efficacy. This decision followed a recommendation by the Data Safety Monitoring Committee.,Interim / ethical / early events
38596718,2024,Superiority,II/III,PFS,,45,12,,65,12,0.539484989,0.539484989,5,Two,80,42,12,106,96,,59.3,12,,43.8,12,1.579789839,1.579789839,New high grade glioma,New HGG,HGG,Diffuse Glioma,New,,Pediatric,,-10,-9.433962264,Under-enrolled,The trial was terminated prematurely: due to lack of emerging efficacy. This decision followed a recommendation by the Data Safety Monitoring Committee.,Interim / ethical / early events
38849943,2024,Superiority,3,OS,9,,,12.5,,,0.72,,1.5,One,80,42,40,411,,,,,,,,,,Recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
39114330,2024,Superiority,II/III,PFS,2.5,,,5.5,,,0.45,,5,Two,95,24,12,100,29,1.4,,,1.6,,,1.24,,Recurrent glioblastoma,Recurrent GBM,GBM,Diffuse Glioma,Recurrent,,Adult only,,-71,-71,Under-enrolled,The trial was terminated prematurely: due to futility to avoid exposing patients to ineffective therapy,Interim / ethical / early events
39480453,2024,Superiority,II/III,OS,,,,,,,0.71,,5,One,90,40,73.6,400,447,24.8,,,28.1,,,0.93,,New glioblastoma,New GBM - mMGMT,GBM,Diffuse Glioma,New, - mMGMT,Adults and elderly,,47,11.75,Over-accrued,"The trial’s seamless phase 2/3 design, which allowed uninterrupted accrual. ",Met target
39664679,2024,Superiority,2,PFS,,,,,,,0.6,,5,Two,80,24,13,134,35,9,26,12,3,25,12,1.52,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,,Adults and elderly,,-99,-73.88059701,Under-enrolled,Decreasing accrual: (COVID-19) and interim futility analysis,Interim / ethical / early events
39979825,2025,Superiority,3,OS,17,,,27.5,,,0.618181818,0.618181818,5,Two,80,36,36,170,,,,,,,,,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,All,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
40083039,2025,Superiority,II/III,OS,,67.3,12,,87.5,12,0.337192015,0.337192015,5,Two,80,36,12,132,,,,,,,,,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,All,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
40377260,2025,Superiority,3,OS,,40,24,,60,24,0.557492951,0.557492951,5,Two,80,36,24,112,,,,,,,,,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,All,Adults and elderly,,Missing achieved ss,Missing achieved ss,Missing,N/R,Met target
40579995,2025,Superiority,2,OS,,,,,,,1.6,,10,Two,90,64,70,223,204,19.3,,,15.6,,,1.21,,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,All,Adults and elderly,,-19,-8.520179372,Under-enrolled,N/R,No reason
40705330,2025,Superiority,3,PFS,,,,,,,0.5,,5,Two,80,24,22,152,154,13.5,,,15.5,,,0.870967742,0.870967742,New high grade glioma,New HGG,HGG,Diffuse Glioma,New,,Adults and elderly,,2,1.315789474,NO,N/R,Met target
40779733,2025,Superiority,2,PFS,5.7,,,9.7,,,0.58,,15,One,95,21,12.9,150,159,8.5,,,7.7,,,1.47,,New glioblastoma,New GBM - umMGMT,GBM,Diffuse Glioma,New, - umMGMT,Adults and elderly,,9,6,Over-accrued,N/R,Met target
40800123,2025,Superiority,2,OS,15,,,22.5,,,0.666666667,0.666666667,5,One,80,29,18,120,119,18.2,,,23,,,0.791304348,0.791304348,New glioblastoma,New GBM,GBM,Diffuse Glioma,New,All,Adult only,,-1,-0.833333333,No,N/R,Met target
